iteration,curr policy return,max return,median return,avg return,std return,avg rollout len,min mag policy param,max mag policy param,median imp samp return,min imp samp return,min expl strat std,avg expl strat std,max expl strat std,expl strat entropy
0,457.99821438264905,421.27733312065766,219.59306622560032,227.30215503222541,102.4554818789577,1547.76,0.0099366262961849,0.9037906343875561,396.6630838295454,383.6810854329934,0.28820416840662283,0.4844120586971358,0.5910546483441856,-5.3887578562083895
1,406.4684675045213,465.4957770513457,154.02401621148303,174.30453834860128,96.45240866993726,1416.12,-0.02051213595586334,0.8321577668462481,340.98828009108684,299.2751053878915,0.05513958054637939,0.2557491044807693,0.48660620733884435,-12.018724141452664
2,365.0075320845634,497.68267597403064,323.56445957447534,310.55148441423097,95.2796156258261,1652.46,-0.0072394725456850885,0.9485597737091529,448.1480946992404,429.67030007710173,0.06136425133961466,0.15546212482362246,0.31634073992838924,-16.195738539725532
3,396.5679228708256,463.35554703954006,292.64165951866175,288.89951310503704,102.8870879468271,1657.74,-0.13083857692256107,1.0526679580540192,430.6525487447019,419.184330986878,0.050524517090621515,0.0881574744759037,0.13642623082693364,-20.888191668834132
4,349.71350641669187,472.75180275687967,372.2122913251172,351.636006175354,110.11349917250773,1634.26,0.08702466700889348,1.0056383948726633,467.9389740035791,465.3211466642873,0.021913496853410767,0.06674578728253128,0.10718957133013247,-23.943916983832597
5,488.9962064846191,499.1441900864903,393.661970705141,393.4936076077951,82.85354946628244,1687.46,0.10899391951794941,1.0310167001326807,489.2496097146717,488.5331033792528,0.02,0.048800116569870565,0.09445534903595787,-26.87247926535005
6,503.80750403258594,508.3920548213479,434.6009737472342,417.5639842174327,69.93314246052775,1697.54,0.20692386015259143,1.0107350145214427,505.74803956510203,502.93230189356063,0.02,0.03626400091492719,0.0755413356658464,-29.271638481986358
7,510.0757942080524,511.8519178636215,451.9968853347807,446.13728242620937,51.631337824055635,1720.92,0.19274274771881644,1.012349002635072,510.0893043814144,509.6227156974925,0.02,0.03135326206488684,0.05824516870375917,-30.397004480917484
8,473.3390439619427,496.01319580001143,456.9517842430248,454.9776407934216,34.58616349768821,1741.7,0.19471227603757552,0.995303773439262,494.41148312522125,493.4300106809401,0.02,0.026194514979372186,0.05588081211759738,-31.955138185864705
9,507.56215726074413,510.5130796234413,470.251341793517,464.24246884698505,48.09997220665578,1731.46,0.19880765387635163,1.0028345728987413,507.81679923254103,507.6173151302539,0.02,0.021959465859926558,0.03483009922063521,-33.103267218717384
10,459.43014357458804,487.58455684045595,454.2849567576354,459.062146058659,20.766772779934215,1750.0,0.21546840652832042,0.9880010647363513,486.5139759126824,485.54373866181254,0.02,0.02222067752583816,0.027466408053275854,-32.91156467412114
11,472.6062197499599,475.32236595839163,469.6315976910194,461.44351548920815,13.084722939995627,1750.0,0.20529999819840436,0.9954994050922468,473.68777473142836,473.3222402009278,0.02,0.0226645450030075,0.034023215490730285,-32.81880645036208
12,385.89719078569385,517.3769454233923,381.92481370686033,414.1349401515648,59.270819176021675,1679.46,0.21986390875419973,0.9837937537401631,516.5840510754695,515.3376956372499,0.02,0.024737559357563697,0.04327784980841163,-32.24382466591117
13,508.0165498193262,509.4236929587015,498.24217183509575,482.5930490733699,34.531492853417554,1742.02,0.2220415806427833,0.9713590885423781,509.07544989369694,508.5665666010654,0.02,0.020656661362934058,0.023965744836966108,-33.51560434416623
14,505.2814639226363,506.8206534470685,500.2597341795372,483.6558654538974,32.52541574545804,1743.5,0.20883622456311138,0.9584376696615025,505.69630327539454,505.0570281532108,0.02,0.021453197365651218,0.029987411427239305,-33.24049665603751
